Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Bombelli","Moon",9.72,5.28,56.19,"Planetographic  +East  -180 - 180","Approved","1976","Rafael; Italian mathematician (1526-1572).",
"Bondarenko","Moon",28.26,-17.24,136.89,"Planetographic  +East  -180 - 180","Approved","1991","Valentin Vasilyevich; Soviet student-cosmonaut (1937-1961).",
"Bonpland","Moon",59.25,-8.38,-17.33,"Planetographic  +East  -180 - 180","Approved","1935","Aimé-Jacques-Alexandre; French botanist (1773-1858).",
"Boole","Moon",61.34,63.79,-87.29,"Planetographic  +East  -180 - 180","Approved","1964","George; British mathematician (1815-1864).",
"Borda","Moon",45.4,-25.2,46.52,"Planetographic  +East  -180 - 180","Approved","1935","Jean Charles de; French astronomer (1733-1799).",
"Borel","Moon",4.66,22.37,26.42,"Planetographic  +East  -180 - 180","Approved","1976","Félix Édouard Émile; French mathematician (1871-1956).",
"Boris","Moon",1.73,30.53,-33.5,"Planetographic  +East  -180 - 180","Approved","1979","Russian male name.",
"Borman","Moon",50.72,-39.06,-148.25,"Planetographic  +East  -180 - 180","Approved","1970","Frank; American astronaut, engineer (1928-Live).",
"Born","Moon",15.07,-6.05,66.83,"Planetographic  +East  -180 - 180","Approved","1979","Max; German physicist (1882-1970).",
"Borya","Moon",0.4,38.28,-35.01,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Slavic male name Boris in Russian diminutive form (Lunokhod-1 landing site feature).",
"Bosch","Moon",19.58,86.82,133.54,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Carl; German chemist, Nobel Prize winner 1931 (1874-1940).",
"Boscovich","Moon",41.53,9.71,11.01,"Planetographic  +East  -180 - 180","Approved","1935","Rudjer J.; Italian physicist (1711-1787).",
"Bose","Moon",92.55,-53.95,-169.36,"Planetographic  +East  -180 - 180","Approved","1970","Jagadis Chandra; Indian botanist, physicist (1858-1937).",
"Boss","Moon",50.2,45.75,88.68,"Planetographic  +East  -180 - 180","Approved","1964","Lewis; American astronomer (1846-1912).",
"Bouguer","Moon",22.23,52.32,-35.82,"Planetographic  +East  -180 - 180","Approved","1935","Pierre; French hydrographer (1698-1758).",
"Boussingault","Moon",127.61,-70.21,53.73,"Planetographic  +East  -180 - 180","Approved","1935","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Bowditch","Moon",43.04,-24.97,103.07,"Planetographic  +East  -180 - 180","Approved","1976","Nathaniel; American astronomer, mathematician (1773-1848).",
"Bowen","Moon",8.09,17.63,9.1,"Planetographic  +East  -180 - 180","Approved","1973","Ira Sprague; American astronomer (1898-1973).",
"Boyle","Moon",57.13,-53.29,177.89,"Planetographic  +East  -180 - 180","Approved","1970","Robert; British natural philosopher, chemist (1627-1691).",
"Brackett","Moon",8.87,17.84,23.54,"Planetographic  +East  -180 - 180","Approved","1973","Frederick Sumner; American physicist (1896-1988).",
"Bragg","Moon",77.21,42.33,-103.44,"Planetographic  +East  -180 - 180","Approved","1970","Sir William Henry; Australian physicist; Nobel laureate (1862-1942).",
"Brashear","Moon",60.16,-73.54,-171.57,"Planetographic  +East  -180 - 180","Approved","1970","John Alfred; American astronomer (1840-1920).",
"Braude","Moon",11.28,-81.82,158.88,"Planetographic  +East  -180 - 180","Approved","Apr 17, 2009","Semion Ya.; Ukranian radio astronomer (1911-2003).  ",
"Brayley","Moon",14.17,20.9,-36.94,"Planetographic  +East  -180 - 180","Approved","1935","Edward William; British geographer (1801-1870).",
"Bredikhin","Moon",61.68,17.25,-158.37,"Planetographic  +East  -180 - 180","Approved","1970","Fedor Aleksandrovich; Russian astronomer (1831-1904).",
"Breislak","Moon",48.64,-48.31,18.31,"Planetographic  +East  -180 - 180","Approved","1935","Scipione; Italian chemist, geologist, mathematician (1748-1826).",
"Brenner","Moon",90.01,-39.09,39.11,"Planetographic  +East  -180 - 180","Approved","1935","Leo (Spiridon Gopcevic); Austrian astronomer (1855-1928).",
"Brewster","Moon",9.83,23.27,34.69,"Planetographic  +East  -180 - 180","Approved","1976","David; Scottish optician (1781-1868).",
"Brianchon","Moon",137.26,74.75,-88.36,"Planetographic  +East  -180 - 180","Approved","1964","Charles-Julien; French mathematician (1783-1864).",
"Bridgman","Moon",81.89,43.39,136.98,"Planetographic  +East  -180 - 180","Approved","1970","Percy Williams; American physicist; Nobel laureate (1882-1961).",
"Briggs","Moon",36.75,26.45,-69.19,"Planetographic  +East  -180 - 180","Approved","1935","Henry; British mathematician (1561-1630).",
"Brisbane","Moon",44.32,-49.2,68.76,"Planetographic  +East  -180 - 180","Approved","1935","Sir Thomas Makdougall; Scottish astronomer (1773-1860).",
"Bronk","Moon",66.16,25.9,-134.67,"Planetographic  +East  -180 - 180","Approved","1979","Detlev Wulf; American neurophysiologist (1897-1975).",
"Brouwer","Moon",119.6,-35.82,-124.75,"Planetographic  +East  -180 - 180","Approved","1970","Dirk; American astronomer (1902-1966); Luitzen Egbertus Jan; Dutch mathematician (1881-1966).",
"Brown","Moon",34.03,-46.53,-17.99,"Planetographic  +East  -180 - 180","Approved","1935","Ernest William; British astronomer, mathematician (1866-1938).",
"Bruce","Moon",6.14,1.16,0.37,"Planetographic  +East  -180 - 180","Approved","1935","Catherine Wolfe; American philanthropist, astronomy patron (1816-1900).",
"Brunner","Moon",50.66,-9.86,90.91,"Planetographic  +East  -180 - 180","Approved","1970","William Otto; Swiss astronomer (1878-1958).",
"Buch","Moon",51.31,-38.9,17.68,"Planetographic  +East  -180 - 180","Approved","1935","Christian Leopold von; German geologist (1774-1853).",
"Buffon","Moon",105.76,-40.64,-133.53,"Planetographic  +East  -180 - 180","Approved","1970","Georges Louis Leclerc; French natural historian (1707-1788).",
"Buisson","Moon",61.27,-1.47,112.95,"Planetographic  +East  -180 - 180","Approved","1970","Henri; French physicist, astronomer (1873-1944).",
"Bullialdus","Moon",60.72,-20.75,-22.26,"Planetographic  +East  -180 - 180","Approved","1935","Boulliau, Ismael; French astronomer (1605-1694).",
"Bunsen","Moon",55.22,41.4,-85.46,"Planetographic  +East  -180 - 180","Approved","1964","Robert Wilhelm Eberhard; German chemist (1811-1899).",
"Burckhardt","Moon",54.36,31.11,56.39,"Planetographic  +East  -180 - 180","Approved","1935","Johann Karl; German astronomer (1773-1825).",
"Bürg","Moon",41.04,45.07,28.21,"Planetographic  +East  -180 - 180","Approved","1935","Johann Tobias; Austrian astronomer (1766-1834).",
"Burnham","Moon",24.09,-13.92,7.25,"Planetographic  +East  -180 - 180","Approved","1935","Sherburne Wesley; American astronomer (1838-1921).",
"Büsching","Moon",53.49,-38.04,19.96,"Planetographic  +East  -180 - 180","Approved","1935","Anton Friedrich; German geographer (1724-1793).",
"Butlerov","Moon",38.77,12.05,-108.81,"Planetographic  +East  -180 - 180","Approved","1970","Aleksandr Mikhailovich; Russian chemist (1828-1886).",
"Buys-Ballot","Moon",66.38,20.86,174.82,"Planetographic  +East  -180 - 180","Approved","1970","Christoph Hendrik Diederik; Dutch meteorologist (1817-1890).",
"Byrd","Moon",97.49,85.43,10.07,"Planetographic  +East  -180 - 180","Approved","1964","Richard Edwin; American explorer, aviator, navigator (1888-1957).",
"Byrgius","Moon",84.46,-24.73,-65.38,"Planetographic  +East  -180 - 180","Approved","1935","Burgi, Joost; Swiss horologist (1552-1632).",
"Cabannes","Moon",81.3,-61.24,-170.21,"Planetographic  +East  -180 - 180","Approved","1970","Jean; French physicist (1885-1959).",
"Cabeus","Moon",100.58,-85.33,-42.13,"Planetographic  +East  -180 - 180","Approved","1935","Cabeo, Niccolo; Italian astronomer (1586-1650).",
"Cailleux","Moon",52.85,-60.41,153.5,"Planetographic  +East  -180 - 180","Approved","1997","Andre; French geologist (1907-1986).",
"Cai Lun","Moon",44.89,80.12,113.66,"Planetographic  +East  -180 - 180","Approved","Aug 2, 2010","Chinese inventor (c. 57-121).",
"Cajal","Moon",8.57,12.59,31.08,"Planetographic  +East  -180 - 180","Approved","1973","Santiago Ramon Y; Spanish doctor; Nobel laureate (1852-1934).",
"Cajori","Moon",74.65,-47.67,168.7,"Planetographic  +East  -180 - 180","Approved","1970","Florian; American mathematician (1859-1930).",
"Calippus","Moon",34.03,38.92,10.72,"Planetographic  +East  -180 - 180","Approved","1935","Calippus of Cyzicus; Greek astronomer (c. 370 B.C.).",
"Cameron","Moon",10.91,6.19,45.93,"Planetographic  +East  -180 - 180","Approved","1973","Robert Curry; American astronomer (1925-1972).",
"[Camoens]","Moon",31.37,0.62,84.98,"Planetographic  +East  -180 - 180","Not Approved"," ","Luis de; Portuguese author (1524-1580).",
"Campanus","Moon",46.41,-28.04,-27.9,"Planetographic  +East  -180 - 180","Approved","1935","Campanus of Navara; Italian astronomer (c. 1200-1296).",
"Campbell","Moon",222.48,45.57,152.91,"Planetographic  +East  -180 - 180","Approved","1970","Leon; American astronomer (1881-1951); William Wallace; American astronomer (1862-1938).",
"Cannizzaro","Moon",54.51,55.5,-99.73,"Planetographic  +East  -180 - 180","Approved","1970","Stanislao; Italian chemist (1826-1910).",
"Cannon","Moon",57.58,19.88,81.36,"Planetographic  +East  -180 - 180","Approved","1964","Annie Jump; American astronomer (1863-1941).",
"Cantor","Moon",75.72,38.04,118.69,"Planetographic  +East  -180 - 180","Approved","1970","Georg; German mathematician (1845-1918); Moritz; German mathematician (1829-1920).",
"Capella","Moon",48.13,-7.65,34.92,"Planetographic  +East  -180 - 180","Approved","1935","Martianus; Roman astronomer (c. A.D. 400-unkn).",
"Capuanus","Moon",59.69,-34.09,-26.73,"Planetographic  +East  -180 - 180","Approved","1935","Francesco Capuano Di Manfredonia; Italian astronomer (c. 1400-unkn).",
"Cardanus","Moon",49.57,13.27,-72.5,"Planetographic  +East  -180 - 180","Approved","1935","Cardano, Girolamo; Italian mathematician (1501-1576).",
"Carlini","Moon",10.66,33.75,-24.12,"Planetographic  +East  -180 - 180","Approved","1935","Francesco; Italian astronomer (1783-1862).",
"Carlos","Moon",4.67,24.91,2.28,"Planetographic  +East  -180 - 180","Approved","1976","Spanish male name.",
"Carmichael","Moon",19.73,19.53,40.36,"Planetographic  +East  -180 - 180","Approved","1973","Leonard; American psychologist (1898-1973).",
"Carnot","Moon",126.06,52.09,-144.2,"Planetographic  +East  -180 - 180","Approved","1970","Nicolas-Léonard Sadi; French physicist (1796-1832).",
"Carol","Moon",6.25,8.48,122.37,"Planetographic  +East  -180 - 180","Approved","1979","Latin female name.",
"Carpenter","Moon",59.06,69.52,-51.23,"Planetographic  +East  -180 - 180","Approved","1935","James; British astronomer (1840-1899); Edwin Francis; American astronomer (1898-1963).",
"Carrel","Moon",15.59,10.67,26.68,"Planetographic  +East  -180 - 180","Approved","1979","Alexis; French doctor, physiologist; Nobel laureate (1873-1944).",
"Carrillo","Moon",17.85,-2.11,80.96,"Planetographic  +East  -180 - 180","Approved","1979","Flores Nabor; Mexican soil engineer (1911-1967).",
"Carrington","Moon",27.77,43.97,62.04,"Planetographic  +East  -180 - 180","Approved","1935","Richard Christopher; British astronomer (1826-1875).",
"Cartan","Moon",15.62,4.24,59.29,"Planetographic  +East  -180 - 180","Approved","1976","Elie-Joseph; French mathematician (1869-1951).",
"Carver","Moon",62.45,-43.46,127.6,"Planetographic  +East  -180 - 180","Approved","1970","George Washington; American botanist (1864-1943).",
"Casatus","Moon",102.85,-72.7,-30.75,"Planetographic  +East  -180 - 180","Approved","1935","Casati, Paolo; Italian mathematician (1617-1707).",
"Cassegrain","Moon",56.66,-51.95,113.3,"Planetographic  +East  -180 - 180","Approved","1970","Laurent; French astronomer, doctor (1629-1693).",
"Cassini","Moon",56.88,40.25,4.64,"Planetographic  +East  -180 - 180","Approved","1935","Giovanni Domenico; Italian-French astronomer (1625-1712); Jacques; French astronomer (1677-1756).",
"Catalán","Moon",26.77,-45.7,-87.37,"Planetographic  +East  -180 - 180","Approved","1970","Miguel Antonio; Spanish spectroscopist (1894-1957).",
"Catharina","Moon",98.77,-17.98,23.55,"Planetographic  +East  -180 - 180","Approved","1935","St. Catherine of Alexandria; Greek theologian, philosopher (unkn-c. 307).",
"Cauchy","Moon",11.8,9.56,38.63,"Planetographic  +East  -180 - 180","Approved","1935","Augustin Louis; French mathematician (1789-1857).",
"Cavalerius","Moon",59.35,5.1,-66.93,"Planetographic  +East  -180 - 180","Approved","1935","Cavalieri, Buonaventura; Italian mathematician (1598-1647).",
"Cavendish","Moon",52.64,-24.63,-53.78,"Planetographic  +East  -180 - 180","Approved","1935","Henry; British chemist, physicist (1731-1810).",
"Caventou","Moon",2.8,29.74,-29.38,"Planetographic  +East  -180 - 180","Approved","1976","Joseph-Bienaimé; French chemist, pharmacologist (1795-1877).",
"Cayley","Moon",14.2,3.94,15.09,"Planetographic  +East  -180 - 180","Approved","1935","Arthur; British astronomer, mathematician (1821-1895).",
"[Cellini]","Moon",0,-7.8,83,"Planetographic  +East  -180 - 180","Not Approved"," ","Benvenuto; Italian artist, writer (1500-1571).",
"Celsius","Moon",38.96,-34.1,20.05,"Planetographic  +East  -180 - 180","Approved","1935","Anders; Swedish astronomer (1701-1744).",
"Censorinus","Moon",4.1,-0.42,32.69,"Planetographic  +East  -180 - 180","Approved","1935","Roman astronomer (fl. A.D. 238).",
"Cepheus","Moon",39.43,40.68,45.78,"Planetographic  +East  -180 - 180","Approved","1935","Mythological astronomer, father of Andromeda.",
"[Cervantes]","Moon",0,-3.4,99.2,"Planetographic  +East  -180 - 180","Not Approved"," ","Miguel De; Spanish writer (1547-1616).",
"Chacornac","Moon",50.44,29.88,31.67,"Planetographic  +East  -180 - 180","Approved","1935","Jean; French astronomer (1823-1873).",
"Chadwick","Moon",29.74,-52.85,-101.34,"Planetographic  +East  -180 - 180","Approved","1985","Sir James; British physicist (1891-1974).",
"Chaffee","Moon",51.75,-39.06,-154.63,"Planetographic  +East  -180 - 180","Approved","1970","Roger Bruce; American aeronautic engineer, astronaut (1935-1967).",
"Challis","Moon",53.21,79.58,9.09,"Planetographic  +East  -180 - 180","Approved","1935","James; British astronomer, mathematician, physicist (1803-1882).",
"Chalonge","Moon",25.08,-20.44,-116.35,"Planetographic  +East  -180 - 180","Approved","1985","Daniel; French astronomer (1895-1977).",
"Chamberlin","Moon",60.41,-58.83,96.04,"Planetographic  +East  -180 - 180","Approved","1970","Thomas Chrowder; American geologist (1843-1928).",
"Champollion","Moon",48.97,37.39,175.03,"Planetographic  +East  -180 - 180","Approved","1970","Jean-François; French Egyptologist (1790-1832).",
"Chandler","Moon",88.6,43.65,171.76,"Planetographic  +East  -180 - 180","Approved","1970","Seth Carlo; American astronomer (1846-1913).",
"Chang Heng","Moon",42.65,18.9,112.21,"Planetographic  +East  -180 - 180","Approved","1970","Chinese astronomer (78-139).",
"Chang-Ngo","Moon",2.34,-12.69,-2.16,"Planetographic  +East  -180 - 180","Approved","1976","Chinese female name.",
"Chant","Moon",33.6,-40.14,-109.46,"Planetographic  +East  -180 - 180","Approved","1970","Clarence Augustus; Canadian astronomer, physicist (1865-1956).",
"Chaplygin","Moon",123.39,-5.76,150.24,"Planetographic  +East  -180 - 180","Approved","1970","Sergei Alekseevich; Soviet mathematician, engineer (1869-1942).",
"Chapman","Moon",76.83,50.09,-100.47,"Planetographic  +East  -180 - 180","Approved","1970","Sydney; British geophysicist (1888-1970).",
"Chappe","Moon",55.79,-61.29,-91.24,"Planetographic  +East  -180 - 180","Approved","1994","d'Auteroche, Jean-Baptiste; French astronomer (1728-1769).",
"Chappell","Moon",73.92,54.53,-176.77,"Planetographic  +East  -180 - 180","Approved","1970","James Frederick; American astronomer (1891-1964).",
"Charles","Moon",1.34,29.9,-26.37,"Planetographic  +East  -180 - 180","Approved","1976","French male name.",
"Charlier","Moon",109.88,36.22,-131.69,"Planetographic  +East  -180 - 180","Approved","1970","Carl Wilhelm Ludwig; Swedish astronomer (1862-1934).",
"Chaucer","Moon",45.48,3.39,-140.71,"Planetographic  +East  -180 - 180","Approved","1970","Geoffrey; British writer, astronomer (c. 1340-1400).",
"Chauvenet","Moon",77.67,-11.64,137.2,"Planetographic  +East  -180 - 180","Approved","1970","William; American astronomer, mathematician (1820-1870).",
"Chawla","Moon",14.25,-42.48,-147.49,"Planetographic  +East  -180 - 180","Approved","2006","Kalpana; American astronaut, Space Shuttle Columbia Mission Specialist (1961-2003).",
"Chebyshev","Moon",179.05,-34.01,-132.88,"Planetographic  +East  -180 - 180","Approved","1970","Pafnuty Lvovich; Russian mathematician (1821-1894).",
"[Chekov]","Moon",0,-6.6,82,"Planetographic  +East  -180 - 180","Not Approved"," ","Anton Pavlovich; Russian author (1860-1904).",
"[Chenier]","Moon",0,-17.7,132.4,"Planetographic  +East  -180 - 180","Not Approved"," ","Andre Marie; French poet (1762-1794).",
"Chernyshev","Moon",59.31,47.01,174.41,"Planetographic  +East  -180 - 180","Approved","1970","Nikolaj Gavrilovich; Soviet rocketry engineer (1906-1963).",
"C. Herschel","Moon",13.7,34.48,-31.29,"Planetographic  +East  -180 - 180","Approved","1935","Caroline Lucretia; British astronomer (1750-1848).",
"Chevallier","Moon",51.83,45.01,51.57,"Planetographic  +East  -180 - 180","Approved","1935","Temple; British astronomer (1794-1873).",
"Ching-Te","Moon",3.7,20.02,29.97,"Planetographic  +East  -180 - 180","Approved","1976","Chinese male name.",
"Chladni","Moon",13.07,3.99,1.12,"Planetographic  +East  -180 - 180","Approved","1935","Ernst Florens Friedrich; German physicist (1756-1827).",
"Chrétien","Moon",98.63,-46.11,162.99,"Planetographic  +East  -180 - 180","Approved","1970","Henri; French mathematician, astronomer (1870-1956).",
"Cichus","Moon",39.18,-33.29,-21.18,"Planetographic  +East  -180 - 180","Approved","1935","Francesco Degli Stabili (Cecco D'Ascoli); Italian astronomer (1257-1327).",
